reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
6c5baea3-93c8-4d01-bf86-8ce842021b7f,MII StayCalm,https://play-lh.googleusercontent.com/a-/ALV-UjWHU7OmNlAWQu2ubIsAZoGox7cYqsab0QcJHv_QB3CUaDZjt2uK,"SPaylater yg dibekukan terlalu lama dengan notaben keterlambatan pembayaran belum ada 30 hari, dan tagihan sudah dilunasi selama 8 bulan. Pengajuan agar normal kembali via email dibalas dengan format yg sama terus, tidak ada kepastian yg jelas.",1,18,3.40.11,2024-12-23 15:10:27,"Hi kak, mohon maaf atas ketidaknyamananannya. Terkait kendala yang kakak alami. Untuk pengecekan mohon informasikan detail kendalanya via DM ke sosmed @Shopee_id/@Shopeecare ya. Stay healthy ^SU",2024-12-23 16:10:24,3.40.11
9ebdb965-ed53-42f8-b533-f0a81420e4ce,Nadila Khairunnisa,https://play-lh.googleusercontent.com/a/ACg8ocLUeDVcIIZ5CxzcHasGHhXpJwZbv-GNS592AWr1Dt38OsN5WA=mo,"tolong yaa mending spx di nonaktifkan dulu, ini saya udah ke 3 kali nya paket saya di cancel tanpa konfirmasi, gak dikirim ke saya tb2 saya lihat status paket udh balik lagi. Tolong ya di perbaiki, gimana kalo paket yg cancel itu paket yg di tunggu2 sm pelanggan. Ini kalo cancel trs pelanggan yang rugi nanti dinonaktifkan fitur cod nya, padahal yang salah pihak ekspedisi. Dan juga tolong ada in fitur nomor kurir atau nama kurir nya agar mudah kita ngahubungi kurir nya",2,61,3.40.11,2024-12-21 03:22:08,"Hi Kak. maaf ya udah bikin nggak nyaman terkait pengiriman pesanan yg kakak alami. Supaya aku bisa bantu pengecekan lebih lanjut, kakak bisa kirimin aku username, dan no. pesanan kakak melalui DM ke IG aku ya, di @Shopee_id / @Shopeecare_id ya, sehat selalu ^BQ",2024-12-21 04:35:23,3.40.11
894ccb95-af68-4b00-a716-53d4ac6a9f19,Santy fanesa,https://play-lh.googleusercontent.com/a/ACg8ocLWb2sXmpWTaX8ZWAmAE6j_pvwjRa96r8Cku8mXuDlPqoBgoQ=mo,"Kecewa parah ama expedisinya,pesanan via COD gercep nyampe,giliran pembayaran via shopepay gak nyampe²,perpanjang masa garansi tetep belom nyampe,voucher keterlambatan gak bisa di pake,bikin laopran tetep aja gak ada perubahan,masih tetep stuck di satu titik",1,71,3.39.17,2024-12-19 22:40:52,"hi kak, maaf ya buat kendala pesanan kakak, hal tersebut bisa karena kendala operasional jasa kirim ya, untuk pengecekan boleh diinfoin Username dan Nomor pesanan ke DM sosmed @Shopee_id/@Shopeecare yaa. terima kasih ^PO",2024-12-16 23:05:35,3.39.17
dc98c374-41b5-4128-987f-a6e35cdf7b20,Muh. Jamil,https://play-lh.googleusercontent.com/a-/ALV-UjXqeDdUs2jdA0YZVU3AzIg-Nt_iOcpOLx-MuEKEWo_N_hRVQCk,"Untuk aplikasi bagus, cma pelanggan yg memilih ekspedisi shopee express sangat perlu di tingkatkan, pesanan hampir sebulan baru tiba di tujuan. Hubungi CS percuma nggk follow up, barang seminggu di simpan di gudang nggk bergerak.",1,44,3.38.35,2024-12-21 16:29:56,"Hi Kak, maaf ya udah buat khawatir terkait paket yang lama. aku infoin hal tersebut dikarenakan kendala operasional dalam pengiriman. Untuk bisa aku bantu pengecekan lebih lanjut boleh infokan detail kendala, username dan no pesanan ke DM @Shopee_id/@Shopeecare ya. Ditunggu^RJ",2024-12-21 18:00:46,3.38.35
6845ffdd-bb64-4500-9064-2c40a16afc9d,Putri Hndyni,https://play-lh.googleusercontent.com/a-/ALV-UjUPd-GCV72efhJP2btLvn2WsYPKPqEJggV_DrxjEQDwIrBk0mA,"Apk nya sih oke,tapi pengiriman utamanya parah banget,udah sih lama nyampe nya,nge stuck di satu tempat aja ngga berubah², dulu kalo beli sesuatu paling lama nunggu 2-3 hari an udah nyampe,lah ini bisa sampe 5 hari lebih ngga nyampe²,padahal udah di satu daerah tapi lambat lelet banget proses pengiriman nya,kaya ngga niat buat ngirim ke alamat nya,.....jadi kesel lama²",1,113,3.39.17,2024-12-18 01:20:08,"Hallo kak, maaf ya kak udah bikin ga nyaman. Shopee selalu berupaya untuk meningkatkan pelayanan kepada pengguna maupun ke penjual yah kak dan akan selalu berusaha memberikan yang terbaik. untuk pengecekan lebih lanjut boleh infokan detail kendala, username dan no pesanan ke DM Sosmed kita @Shopee_id / @Shopeecare ya.ditunggu^HS",2024-12-18 02:26:47,3.39.17
7ca06e51-3461-4022-910c-ba3ff093617d,muslimah rhmdni,https://play-lh.googleusercontent.com/a-/ALV-UjXBGJUcvzDyivJ6Pz1pM0H8SRbskQAIGiiZtuSn4bxt_HZxC_k,"kesel banget sama shopee, update di kelancarannya dong, sinyal udah bagus HP bagus juga tapi shopee tetep error kadang susah di geser, ngelag di pembayaran, masih banyak penjual penipu, padahal aplikasi lain lancar lancar aja giliran pas shopee malah lag, apalagi waktu flash sale udah dicoba malah gabisa pake pembayaran apa apa ngelag nya sampe gbs geser verifikasi pdhl sinyal bagus 5g",1,21,3.40.11,2024-12-22 11:11:33,,,3.40.11
88c75932-435d-4a3b-b712-76d9147b0921,Cahyalife,https://play-lh.googleusercontent.com/a-/ALV-UjV1ekKm2Ndgmie47CL8vMQoo_D979-_BmYXVBXOkINNg2DzORA,"Shopee memang makin byk produk terbaiknya, bahkan semakin keren dan fashionable, lebih mudah pilih2 barang, akan tetapi kami sgt kecewa dgn shopee sdh 3x akunku tdk bisa chek out, tdk bisa belanja, sehingga ini untuk ke 3 kalinya buat akun baru lg, Csnya minta kirim ktp lah kirim datalah, sampai setahun di 2023 lalu nihil, akunku ttp tdk bisa terpakai, knpa harus sesulit itu birokrasi onlinenya, kita kan mau belanja, bukan minta uang sumbangan atau uang partai... Bisa donk shopee permudah",3,9,3.40.11,2024-12-22 00:52:44,Hi kak maaf ya terkait kendala akun kamu tidak dapat check out . Untuk bantu cek kendala kamu mohon infoin notifikasi kendala dan username shopee ke DM @Shopeecare . Selamat pagi ^DF,2024-12-22 01:45:22,3.40.11
cba87398-a976-454b-8cbe-f0ef71b7f6dc,anddeath n. vollmond,https://play-lh.googleusercontent.com/a-/ALV-UjV3lErcMh9UR_VziyEHkF2AJAoKvnP2TMPJ_k0slK5P5TKXzllP,"Perbaiki kualitas pelayanan toko yg jual barang/peralatan murah dengan pelayanan ngaret. Pengiriman selalu lambat dengan alasan ""sesuai antrian"" tapi konsumen tidak diberi kejelasan semacam kita dapat antrian keberapa dari berapa nomor sampai mesti nunggu berhari-hari barang baru diproses. Trik marketing untuk aktivasi ""gratis voucher 10K"" semacam ini yang membuat saya kasih nilai bintang 3 karena dirasa benar-benar mengganggu kenikmatan saat berbelanja daring",3,8,3.39.17,2024-12-22 12:16:44,,,3.39.17
698866c9-31ce-484d-a492-a8e9f1529f3e,DIMAS Galih,https://play-lh.googleusercontent.com/a/ACg8ocJtOxw6LNOaLcxDrwEcSpTTeIAOEdTct1j-sIte0l25nW05tprH=mo,"aplikasi yang sangat membantu,tapi belum bisa bintang 5,karena habis dapet pengalaman paket sangat lambat datangnya,ANTERAJA namanya,menurut saya lebih baik di hapus pengiriman ANTERAJA karena membuat rating jadi labih rendah",4,9,3.40.11,2024-12-23 06:14:00,"Hi kak, maaf buat gak nyaman terkait kendala pengiriman pesanan, agar bisa Aku bantu pengecekan boleh infoin username shopee dan nomor pesanan lewat DM IG @Shopee_id/@Shopeecare_id yaa kak. Sehat selalu ^NZ",2024-12-23 07:12:55,3.40.11
b87edc4c-b27d-4060-ba96-41acc9efe284,Herianto,https://play-lh.googleusercontent.com/a/ACg8ocL2xWc9JzoP0AtUfSLdC6jq9M2Xa7SOlbI3-m0WGGfULYJ_gQ=mo,Untuk aplikasi dan segala penawarannya semua aman kecuali masalah pengiriman bermasalah akhir² ini udah lama nunggu akhirnya dibatalkan ada juga yang pesanan udah nyampe ke kota penerima eh tiba-tiba udah balik lagi ke pulau lain untuk sekarang bulan ini udah ada 3 pesanan yang seperti saya jelaskan dan sudah ada tanda-tanda 2 pesanan saya yang lain akan menyusul udah begitu kompensasi nya gak begitu baik. 23-12-2024 Akan saya perbaiki Reting jika sudah diperbaiki dan mohon secepatnya,1,13,3.38.35,2024-12-22 16:09:34,"Hai kak, Maaf udah buat ngga nyaman terkait kendala kamu, Agar dapat aku bantu cek kendala kamu boleh infoin ke aku lebih detail username dan nomor pesanan kamu lewat DM @Shopee_id / @Shopeecare yaa. ditunggu ^ZT",2024-12-22 17:26:04,3.38.35
bbcb7a58-2b43-46d5-85d9-03430b2578f0,Nurul Laila,https://play-lh.googleusercontent.com/a-/ALV-UjUxzpAVxqhWUwkuxK7O8zYNNFNgAjU1J_K5gTG_HejrJ4hrUMY_,"Makin kesini proses pengirimannya makin lama. Beda ceritanya saat pakai J&T dulu, pesanan lebih cepat sampainya. Ditrack pesanan sedang diantar dari pagi sudah ada notifikasi, tapi sampai malem tidak ada kurir antar barang, baru keesokan harinya barang diantar...tapi juga sampe sore, sering juga tengah malam kurir ketok² pintu buat antar paket. Tolong perbaiki lagi expedisinya, terutama jika pakai ekspedisi SPX",1,226,3.39.17,2024-12-17 09:52:22,"Hai kak, maaf ya udah bikin kakak tidak puas dalam menggunakan aplikasi Shopee. Agar aku bisa bantu memaksimalkan penggunaan Shopee yuk infoin kendala kakak melalui DM ke social media di @Shopee_id / @Shopeecare. Sehat selalu ^XT",2024-12-16 16:37:25,3.39.17
6a46fbc7-24ea-42cb-839a-20325d2c7889,Adel Mirdand,https://play-lh.googleusercontent.com/a/ACg8ocJXcNIG7x9XEiBjJFgTK4-1AhRXN-criLUKlTXIp7yhx_fHZA=mo,"apknya bagus² aja, penjual nya ramah, barangnya pun selalu realpict tiap beli. Ya cuma proses pengantaran barangnya itu lho lelet banget. padahal kurirnya udah di tugasin dari beberapa hari lalu tetep ga ada perubahan. mana kadang nyampenya bisa sampe 5 hari setelah tanggal estimasi😔. ini Tolong di perbaiki dong biar kek dulu lagi. padahal udah nyaman belanja disini.",5,303,3.39.17,2024-12-21 03:13:10,"Hi kak, makasih ya untuk bintang dan feedback yang kamu berikan. Feedback dari kamu akan membuat Shopee lebih baik lagi kedepannya. Kalau kamu ada pertanyaan atau kendala lainnya terkait shopee hubungi aku ke DM IG @shopee_id yaa. Sehat selalu ^BQ",2024-12-21 04:14:48,3.39.17
4e217c71-468c-4e09-b064-7852e2098f10,auah gelap,https://play-lh.googleusercontent.com/a-/ALV-UjVXle2FPQAt_-iXIcdz-b5tUqp4QyFnhuxBDDkRdg7gnhvBwLJB,"Tolong khusus-in tampilan buat tablet layaknya shopee web, sejujurnya saya lebih suka pake web cuman karna capek harus bolak balik login kalau jarang di pake jadinya terpaksa download aplikasi, tp sangat disayangkan tampilannya seperti hp yang diperbesar.",2,8,3.40.11,2024-12-22 10:36:24,"Hai kak, terima kasih ya untuk feedbacknya. Kedepan shopee akan terus berusaha lebih baik lagi agar para pengguna lebih nyaman dalam menggunakan shopee. Klo ada pertanyaan/kendala, kaka bisa hubungi DM Social Media @Shopee_id ya. Sehat selalu ^CQ",2024-12-22 11:07:46,3.40.11
c95821ad-b32d-414b-b802-e90142a031cf,aboen_ nech,https://play-lh.googleusercontent.com/a-/ALV-UjU9e6cC1AYGVSdvjQouwQy46bdA6_g7mFs0ayRZIUWYdnzsSGer,"Tolong donk di perbaiki Apk.nya, sering banget ngeLag, apa lagi kalau mau buka Profil Toko dan produknya, sering banget Error, beda kalau browse di PC langsung, jadi ga kepake kan Apk.nya.",5,3,3.40.11,2024-12-22 04:07:35,"Hai kak, mohon maaf atas ketidaknyamanannya terkait kendala km. Agar aku bisa bantu cek kendala kamu, aku saranin kakak untuk meginformasikan detail kendala kakak ke DM Social Media kita @Shopee_id / @Shopeecare ya, Sehat selalu ^YQ",2024-12-22 05:23:37,3.40.11
f33d02b2-7342-4720-97dc-3cf9505368b4,Diwangkara Kenway,https://play-lh.googleusercontent.com/a-/ALV-UjXQfxtGm2NGZ_JWeljZRCTrPExe_ae_9AcGuvwtP7Nfs0B9_XVa,"Gak clear chache, gak relog, gak restart hp, dan banyak alasan lainnya. Tetap saja sering macet dan lemot. Mana pop up nya mengganggu pula baru buka aplikasi sudah ada iklan shopee game yang telur. Mana pesanan sudah diterima tapi konfirmasi terimanya ditekan tidak bisa diproses menerima pula ruwet ne aplikasi.",1,105,3.38.35,2024-12-01 09:52:57,"Hi kak Diwangkara, maaf ya terkait kendala kamu, mimin saranin kamu bisa clear cache aplikasi, jaringan internet stabil, logout dan login kembali akun, serta coba secara berkala dlm 1x24 jam ya kak. kalau masih berkendala jangan sungkan untuk colek mimin via Live Chat ya. stay safe🙏 ^GH",2022-07-10 12:08:13,3.38.35
a84bab17-0afd-4167-8947-75b9246a8002,Amla Jaya,https://play-lh.googleusercontent.com/a/ACg8ocJS8YdvFsyYPWhcGILzLIbaggnTLG9dJJynurLvhB44aWa6=mo,"Aplikasi nya sering ngelek atau sering macet, sering berhenti pas dibuka.. Eror , aplikasi nya bau, sering macet. pas mau pilih pilih tiba tiba berhenti ngelek macet eror. aplikasi seperti babi seperti sampah, lemot rusak. aplikasi nya ga bisa di buka, buruk. Buat kalian jangan mau belanja di sini, apk nya Eror. Memuat/Loding nya proses sering berhenti, Ngeleg. seperti apk jaman dulu.",1,118,3.38.35,2024-12-17 01:27:06,"Hi kak, maaf sdh buat kmu risau terkait kndala Apk yang ngelag. Mimin sarankan agar kaka melakukan clear cache terlbih dahulu ya kak, pastikan memori penyimpanan internal pda hp kaka tercukupi, dan pastikan apk kaka sdh pda versi terbaru ya kak, untuk lebih detailnya kk bisa DM sosmed resmi Shopee @shopee_id / @shopeecare yah, Stay safe 🙏^FK",2023-12-19 15:41:17,3.38.35
034a8b58-9da2-4a26-85e6-cc8f317277f8,Zamzam Nurzaman,https://play-lh.googleusercontent.com/a/ACg8ocKPUxPUvluRmUcTDu94d_4KygDOX1mAFFHO53vriGj7oZHzCQ=mo,"Jelek verifikasi untuk mengubah nomor telepon pun harus pakai link verifikasi dan itu sangat susah sekali di akses karena harus ke website pencarian google,kenapa tidak pakai kode otp saja dan verifikasi via email sajah lebih mudah di akses. Masukkan untuk time shoppee kedepannya harus merubah nya supaya lebih mudah",1,5,3.40.11,2024-12-23 10:54:55,"Hai kak, mohon maaf atas ketidaknyamanan nya. terkait masukan dan saran dri kakak akan dijadikan evaluasi agar pelayanan dan juga performa aplikasi Shopee semakin lebih baik lagi ke depan nya.  kalau kakak ada kendala/pertanyaan kakak bisa DM aku @Shopee_id/@Shopeecare ya Stay safe^MK",2024-12-23 11:59:24,3.40.11
60c07eef-20d3-4a07-87c5-e18c2fe490a7,kosasih shaluth,https://play-lh.googleusercontent.com/a-/ALV-UjUNdwecgsUmDU81MAew9aYQKkubKznEJjcWwWNyLAoPYg_7SsY,Baru coba pertama kali belanja di Shopee sudah dibikin kecewa dengan sistem nya..belum ada 24 jam pemesanan status sudah selesai/diterima.. lah hebat banget padahal paket belum diterima. Chat bantuan yg jawab both.. cek resi paket stuk di jasa kurir tidak ada pembaruan status progress nya.. uninstall lagi. Bikin shock belanja di Shopee.. Perbaiki sistem & pelayanan. Di aplikasi Ijo nggak bisa Klik selesai sebelum pihak ekspedisi selesai antar pesanan pembeli.,1,62,3.39.17,2024-12-19 05:47:34,"Hi kak, mohon maaf atas ketidaknyamananannya. Terkait kendala pesanan kakak nih. Untuk pengecekan mohon informasikan detail kendalanya dgn lampirkan no pesanan dan username  via DM ke sosmed @Shopee_id/@Shopeecare ya. Stay healthy ^VA",2024-12-19 06:40:45,3.39.17
124248b8-3dc5-48cc-af73-351bcb709387,Bierdella Alsava,https://play-lh.googleusercontent.com/a/ACg8ocKuHK0FIQ7Xgn8NuMnOwYNcgVGWRT-9zbtpplJT4EN-TTt69w=mo,Aplikasi belanja terpercaya dan jaminan aman tapi akhir akhir ini aplikasinya lemot apa lagi di peta dan juga kurir lama pengirimannya kalo bisa di tambah lagi kontak kurir yang mau antar pesanan nya jadi lebih mudah lagi dan di betulkan peta agar bisa melacak pesanan di tingkatkan lagi kinerja nya,1,169,3.38.35,2024-12-08 05:18:42,"hi kak, makasih buat review bintang 5 nya, yuk cek aplikasi shopee biar ga ketinggalan promo-promo menarik lainnya biar tambah semangat belanjanya. kalo ada pertanyaan bisa chat mimin dengan memberikan screenshot review ini melalui DM ke social media @Shopee_id/@Shopeecare yaa. Stay safe :)) ^RL",2024-08-26 11:18:02,3.38.35
66f17967-0b9a-4c2e-80e1-6454156bdbee,Try Z,https://play-lh.googleusercontent.com/a-/ALV-UjVO_oYtEvPmwgfkRYwfUiEQVJUaLLaWdwpEGx5R0-DDSb33OTZ3,"Sangat, sangat, dan sangat mengecewakan jasa pengiriman SPX EXPRES. Bahkan merugikan customer. Tolong perbaiki pelayanan jasa pengiriman SPX EXPRES nya!!! Paket saya 1 bulan lebih tidak di antar oleh kurir, padahal sudah sampai di kota saya paketnya! Tetapi kurir malah mengembalikan barang ke penjual dengan alasan ""PAKET DI TOLAK PEMBELI"", PADAHAL KURIR BELUM DATANG MENGANTAR DI ALAMAT SAYA SAMA SEKALI. sungguh kacau kurir SPX, suka membatalkan pengiriman barang customer!! SUNGGUH MENGECEWAKAN!",1,310,3.38.35,2024-12-10 02:42:25,"Hi kak, makasih utk feedback dan maaf buat ketidaknyamanannya. Feedback dr km akan kami jadikan evaluasi untuk perbaikan layanan dan aplikasi Shopee. Agar aku bs bantu cek, mohon infoin username dan nomor pesanan yg terkendala melalui DM sosmed kita @ShopeeID. Sehat selalu dan Terimakasih sudah menghubungi Shopee^FX",2024-12-10 03:24:36,3.38.35
3cebf997-a07a-4bc2-8437-4e363500ae3e,I Putu Purwanta,https://play-lh.googleusercontent.com/a-/ALV-UjUaG_lfuDx2bUJdgJb62OTVYxe4oKPbhLpECoCKT2D91KTrROU,"Selalu puas belanja di shopee karena harga barang relatif terjangkau. Cuma saran saya, sesekali untuk expedisi pengirimannya kasi jnt lah, kayak dulu kan jadinya enak, terimakasih.",5,4,3.39.15,2024-12-23 11:27:57,"Hai kak, maaf ya udah bikin nggak nyaman soal kendala yg dialami. untuk pembatasan COD di akun kakak, biasanya akan otomatis ketika kakak pernah menolak pesanan COD sebanyak dua kali. untuk kendala peraturan SPX yg tidak boleh ambil paket ke drop point, bisa lampirkan detailnya ke DM IG shopee_id. selamat pagi 🙏^OR",2024-09-25 01:29:54,3.39.15
